artist,genres
Silk Sonic,"['funk', 'r&b', 'soul']"
Simar Kaur,"['punjabi pop', 'bhangra', 'bollywood', 'desi']"
Simara Coimbra,[]
Simba La Rue,['italian trap']
Simge,"['turkish pop', 't-pop']"
Simi,"['afrobeats', 'afrobeat', 'afropop', 'alté', 'afro soul', 'hiplife']"
Simmy,"['afro soul', 'afropop', 'gqom', 'afro house', 'amapiano']"
Simon la Letra,"['chilean mambo', 'reggaeton chileno', 'chilean trap', 'mambo', 'guaracha', 'rkt']"
SimonC,"['v-pop', 'vietnamese lo-fi', 'vinahouse']"
Simone Mendes,"['sertanejo', 'sertanejo universitário', 'forró', 'piseiro', 'agronejo', 'arrocha']"
Sin Laurent,['trap']
Sindhuja Srinivasan,"['tollywood', 'telugu pop']"
Sinike,"['v-pop', 'vinahouse', 'vietnamese hip hop']"
Sino,['v-pop']
Sino Msolo,"['amapiano', 'gqom', 'afro soul', 'afropop']"
Siphesihle Skhakhane,"['afropop', 'afro soul', 'gqom', 'amapiano']"
Sir Hoang,"['_consistency', '_edit', 'audio drama', 'audiobook', 'author', 'crime', 'drama', 'has german audio plays', 'has german audiobooks', 'united kingdom']"
Sir Mich,[]
Sir Trill,"['amapiano', 'gqom']"
Sithara Krishnakumar,"['malayalam pop', 'mollywood', 'malayalam hip hop', 'tollywood']"
Siu Black,['v-pop']
Sivaangi Krishnakumar,"['tamil indie', 'tamil pop', 'tamil dance', 'kollywood']"
Sizwe Alakine,"['amapiano', 'gqom']"
SjavasDaDeejay,"['amapiano', 'gqom']"
Sje Konka,"['amapiano', 'gqom']"
Skeeter Beats,"['brazilian hip hop', 'boom bap']"
Skeng,"['dancehall', 'soca']"
Skepsis,"['bassline', 'drum and bass', 'bass house']"
Skepta,['grime']
Ski Aggu,['german hip hop']
Skillibeng,"['dancehall', 'afrobeats']"
Skinny Brown,['k-rap']
Skizo Beats,['arabic rap']
Skryptonite,[]
Skusta Clee,"['pinoy hip hop', 'pinoy r&b', 'opm', 'p-pop']"
Sky Rompiendo,['reggaeton']
Sky Travis,"['alternative', 'alternative rock', 'british', 'britpop', 'britrock', 'indie', 'indie pop', 'indie rock', 'jangle pop', 'pop rock', 'post-britpop', 'rock and indie', 'scottish']"
Skylar Grey,"['pop', 'rock']"
Sleep Miracle,[]
Sleepmaker,[]
Sleepy Hallow,"['brooklyn drill', 'new york drill']"
Sleepy Mood,['hip hop']
SlimV,"['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnamese hip hop']"
Slimane,"['french pop', 'variété française', 'chanson']"
Slime7,[]
Slow Motion,"['brazilian bass', 'g-house']"
Slow T,"['vietnamese hip hop', 'v-pop', 'vinahouse']"
Slowboy,['phonk']
SmokeLee,[]
Smokele,"['vietnamese hip hop', 'v-pop']"
Smolasty,['disco polo']
Smur Lee,"['amapiano', 'afrobeats', 'afrobeat']"
Sneaker Pimps,['trip hop']
Snelle,['nederpop']
Snoh Aalegra,"['alternative r&b', 'neo soul']"
Snoop Dee,"['v-pop', 'vietnamese hip hop']"
Snoop Dogg,"['g-funk', 'west coast hip hop', 'gangster rap', 'hip hop', 'rap']"
Snor,"['arabic rap', 'moroccan pop', 'raï']"
Snow Strippers,"['electroclash', 'witch house']"
Soa Mattrix,"['amapiano', 'gqom']"
Sobel,[]
Sobzeen,"['amapiano', 'gqom']"
Sofia,"['vietnamese hip hop', 'v-pop', 'vietnamese lo-fi']"
Sofia Carson,"['dance-pop', 'pop']"
Sofiya Nzau,['afro house']
Soft Blade,"['lo-fi house', 'witch house']"
Softwilly,"['meme rap', 'hyperpop']"
Sofía Reyes,['latin pop']
Sohail Sen,"['bollywood', 'hindi pop', 'desi']"
Sol'bass,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Sol7,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Solda,[]
Solfeggio Healing Frequencies MT,[]
Somololo,"['amapiano', 'gqom']"
Son Feci Bisiklet,[]
Sonder,['r&b']
Song Luân,"['v-pop', 'vinahouse', 'vietnamese hip hop']"
Sonny Fodera,"['house', 'piano house', 'tech house']"
SonoTWS,"['boom bap', 'brazilian hip hop']"
Sony Tran,"['vietnamese hip hop', 'v-pop']"
Soolking,['pop urbaine']
Soraia Ramos,"['kizomba', 'zouk', 'portuguese hip hop']"
Sorriso Maroto,"['pagode', 'samba']"
Sosa La M,['german hip hop']
Soso Maness,['pop urbaine']
Soufian,['german hip hop']
Soulient,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
Souly,['german hip hop']
Soundtrack Record,"['fixme or cleanup', 'special purpose', 'special purpose artist', 'unknown']"
Soundz,"['afrobeats', 'afrobeat', 'afropop', 'afro soul']"
SouthGanz,[]
Spacey Jane,['surf rock']
Specter,"['vietnamese lo-fi', 'vietnam indie', 'v-pop', 'vietnamese hip hop']"
Spidey,"['vietnamese hip hop', 'v-pop']"
SpideyBoy,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Spike,['euro house']
Splendooo,[]
Spoken Word the Emcee,[]
Spyder,['vietnamese hip hop']
Spyro,"['afrobeats', 'afrobeat', 'afropop', 'afro adura', 'hiplife', 'bongo flava']"
Squid Inc,['v-pop']
Sqwore,['hyperpop']
Srinisha Jayaseelan,"['tamil indie', 'tamil pop', 'kollywood']"
Stand Here Alone,"['pop punk', 'indorock', 'skate punk', 'indonesian pop', 'punk', 'indonesian indie']"
Standly,"['reggaeton chileno', 'chilean trap', 'chilean mambo', 'mambo', 'rkt', 'reggaeton']"
Star Remix,['vinahouse']
Starboy X,"['punjabi pop', 'punjabi hip hop', 'bhangra']"
Starley,"['electropop', 'electronic dance music', 'tropical house']"
Stars Music Chile,"['reggaeton chileno', 'chilean trap', 'chilean mambo']"
Static & Ben El,['mizrahi']
Stay Winning C-Roc,['vietnamese hip hop']
StaySolidRocky,"['english', 'hip hop', 'rap']"
Stebin Ben,"['hindi pop', 'desi pop', 'bollywood']"
Steji,"['electro house', 'bass house']"
Stephen Sanchez,"['folk pop', 'jangle pop', 'pop']"
Stephen Zechariah,"['tamil indie', 'tamil hip hop', 'tamil pop', 'kollywood']"
Stereo Wall,"['pop punk', 'indorock', 'indonesian indie', 'indonesian pop']"
Sterry,"['vinahouse', 'v-pop']"
Steve Edwards,['house']
Steve Lacy,"['avant-garde jazz', 'free improvisation', 'free jazz', 'jazz', 'jazz and blues', 'post-bop', 'vocal jazz']"
Steve S. Liu,"['easy listening', 'production music']"
Steven Musso,"['hip hop', 'rap']"
Steven Rodriguez,['pop']
Sticky Fingers,['surf rock']
StillaD,['v-pop']
Stixx,"['amapiano', 'gqom']"
Stormy,"['arabic rap', 'moroccan pop', 'egyptian hip hop']"
Stormzy,"['grime', 'uk drill']"
Streaming Waves,"['ambient', 'ambient house', 'ambient techno', 'electronic', 'electronica', 'experimental', 'field recording', 'norwegian']"
Stromae,['french pop']
Stryv,['afro house']
Studio Party,['v-pop']
Stunna 4 Vegas,[]
Suara Kayu,"['indonesian pop', 'indonesian indie']"
Sublahshini,"['tamil indie', 'indian indie', 'tollywood', 'tamil dance', 'tamil pop']"
Suboi,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Suburban DZ,[]
Sudesh Bhosle,"['bollywood', 'marathi pop', 'gujarati garba']"
Suel,"['pagode', 'samba']"
Sugar Cane,[]
Sugarcane,"['opm', 'harana', 'pinoy indie', 'kundiman', 'p-pop']"
Sukai,['v-pop']
Sukha,"['punjabi hip hop', 'bhangra', 'punjabi pop', 'desi']"
Sukhwinder Singh,"['bollywood', 'desi', 'hindi pop']"
Suki Waterhouse,"['indie pop', 'pop rock', 'singer-songwriter']"
Sukriti Kakar,"['bollywood', 'desi', 'hindi pop']"
Sultaan,"['punjabi hip hop', 'punjabi pop', 'desi hip hop']"
Summer Cem,['german hip hop']
Summer Walker,['r&b']
Sun-El Musician,"['afro soul', 'afro house', 'afropop', 'gqom', 'amapiano']"
SunKissed Lola,"['opm', 'harana', 'pinoy indie', 'p-pop', 'kundiman']"
SunThugga,[]
Sunanda Sharma,"['bhangra', 'punjabi pop', 'desi', 'desi pop', 'bollywood']"
Sundar C. Babu,"['tamil dance', 'kollywood']"
Sunidhi Chauhan,"['bollywood', 'desi', 'hindi pop']"
Sunmisola Agbebi,"['african gospel', 'gospel', 'worship']"
Sunny Malton,"['punjabi hip hop', 'punjabi pop', 'bhangra', 'desi hip hop']"
Super Yei,['reggaeton']
Superbrothers,"['v-pop', 'vietnamese hip hop', 'vinahouse']"
Supermode,"['dance', 'pop and chart']"
Supernova Ent,"['brazilian trap', 'trap', 'trap funk', 'brazilian hip hop']"
Suresh Verma,"['bhajan', 'devotional']"
Surf Curse,['indie']
Surya Ragunaathan,[]
Suspekt,['dansktop']
Suvarna Tiwari,[]
Suzan & Freek,['nederpop']
Suzie MK,['v-pop']
Suzonn,"['hindi indie', 'indian indie']"
Swanand Kirkire,"['bollywood', 'ghazal', 'hindi pop', 'desi']"
Swedish House Mafia,['edm']
Sykes,"['gqom', 'amapiano', 'afro house']"
Symba,['german hip hop']
Synne Vo,['norwegian pop']
Sơn Tùng M-TP,"['v-pop', 'vinahouse', 'vietnamese hip hop']"
T DOLLAR,['afro adura']
T Suriavelan,"['tamil indie', 'tamil pop', 'kollywood', 'tamil hip hop']"
T Team,"['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']"
T-Fest,[]
T-Shyne,[]
T.A. Loc,"['danish', 'hip hop', 'rap']"
T.Akayz,[]
T.I BLAZE,"['afro adura', 'afrobeats', 'afrobeat', 'afropop', 'afro soul']"
T.I.,['southern hip hop']
T.R.I,"['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop']"
T.R.I.A.D,"['indonesian pop', 'indorock']"
T3R Elemento,"['corrido', 'corridos tumbados', 'sierreño', 'sad sierreño', 'banda', 'corridos bélicos', 'norteño', 'música mexicana']"
TAEYANG,['k-pop']
TAEYEON,"['k-pop', 'k-ballad']"
TALK,"['art pop', 'art rock', 'chamber pop', 'modern classical', 'new romantic', 'new wave', 'post-rock', 'synth-pop', 'synthpop', 'the lost generation']"
TATOOL,['argentine trap']
TATUDA,['v-pop']
TBO,[]
TDK,"['v-pop', 'vietnam indie']"
TEKSIDR,[]
TEN,['k-pop']
TGSN,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
TH BAP,"['vinahouse', 'v-pop']"
THE BOX,"['brazilian trap', 'trap funk', 'funk', 'trap', 'funk consciente']"
THE TOYS,"['thai pop', 't-pop', 'thai hip hop']"
THEREON,['vinahouse']
THIZZY52,['german hip hop']
TIEU SON,"['vietnamese hip hop', 'vietnam indie', 'thai hip hop']"
TIGO,"['electronic', 'hip hop', 'new wave', 'pop']"
TINI,['latin pop']
TINLE,"['v-pop', 'vietnamese hip hop']"
TJ Monterde,"['opm', 'p-pop', 'harana', 'bisrock', 'kundiman']"
TM,"['kayokyoku', 'j-pop', 'anime']"
TOIL,"['k-rap', 'k-ballad']"
TOKYOPHILE,"['phonk', 'brazilian funk']"
TOMORROW X TOGETHER,['k-pop']
TOQUEL,['trap']
TORRRES,[]
TRANG,"['vietnam indie', 'v-pop']"
TRASH,"['taiwanese indie', 'taiwanese pop', 'mandopop', 'chinese rock', 'chinese indie', 'c-pop']"
TRIVEAT,['latin house']
TUL8TE,"['egyptian hip hop', 'arabic rap', 'egyptian pop', 'khaleeji', 'mahraganat']"
TUYEN VO,"['vietnamese hip hop', 'v-pop']"
TV Girl,"['dream pop', 'electronic', 'hip hop', 'indie pop', 'lo-fi']"
TVk,"['vinahouse', 'vietnamese lo-fi', 'v-pop']"
TWICE,['k-pop']
TY Music,"['compilation', 'special purpose', 'special purpose artist']"
TYO Ly ,"['vietnamese hip hop', 'v-pop']"
TZUYU,['k-pop']
Taaruk Raina,"['indian indie', 'hindi indie', 'desi pop']"
Taburete,[]
Tage,"['vietnamese hip hop', 'v-pop']"
Tagne,"['arabic rap', 'moroccan pop', 'raï']"
Taikeith,"['melodic rap', 'vietnamese hip hop', 'v-pop']"
Tainy,['reggaeton']
Taiu,['argentine trap']
Takagi & Ketra,['pop']
TakaseToya,['j-pop']
Take Care,['slowcore']
Takeoff,['trap']
Takura,"['bassline', 'drum and bass']"
Talha Anjum,"['desi hip hop', 'hindi hip hop', 'desi', 'punjabi hip hop']"
Talhah Yunus,"['desi hip hop', 'hindi hip hop', 'desi', 'punjabi hip hop']"
TalkinToys,[]
Talwiinder,"['punjabi hip hop', 'indian indie', 'punjabi pop', 'desi hip hop', 'desi', 'hindi indie', 'hindi hip hop']"
Tame Impala,"['indie', 'psychedelic pop']"
Tamer Ashour,"['egyptian pop', 'khaleeji', 'mahraganat']"
Tananai,['indie pop']
Tanibal,['rage rap']
Tanishk Bagchi,"['bollywood', 'hindi pop', 'desi', 'desi pop']"
Tanishk-Vayu,"['bollywood', 'hindi pop']"
Taniskaa Sanghvi,"['gujarati pop', 'gujarati garba']"
Tanveer Evan,['bangla pop']
Tao Là Hoàng,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']"
Tao Mon Amour,[]
Tao Tsuchiya,['anime']
Taobien,[]
Taoufik Yatabaslam,[]
Taqiya Zaman,[]
Tarrus Riley,"['lovers rock', 'reggae', 'dancehall', 'roots reggae', 'riddim', 'ragga', 'soca']"
Tata Vlad,['manele']
Tate McRae,"['2020s', 'dance-pop', 'pop', 'pop rock']"
Tautumeitas,[]
Tawsen,"['moroccan pop', 'raï', 'pop urbaine']"
Tayc,"['pop urbaine', 'afrobeats', 'afrobeat', 'zouk']"
Taylor Grey,[]
Taylor Swift,"['2000s', '2010s', '2020s', 'alternative pop', 'artist of the decade', 'contemporary country', 'country', 'country pop', 'cultural icon', 'electropop', 'female vocals', 'icon', 'indie folk', 'late 2000s', 'nuno', 'pop', 'pop rock', 're-recording', 'singer-songwriter', 'singer/songwriter', 'synth-pop']"
TaylorRightHere,[]
TaynguyenSound,"['vietnamese hip hop', 'vietnam indie', 'v-pop']"
Tchikou 22,"['raï', 'moroccan chaabi']"
Tea Tairovic,['folk pop']
Tebogo G Mashego,"['amapiano', 'gqom']"
Teddie J,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Teddy Chilla,['vietnamese hip hop']
Teddy Doox,"['vinahouse', 'vietnamese hip hop', 'v-pop']"
Teddy Swims,"['alternative rock', 'country', 'pop', 'pop soul', 'rhythm & blues', 'rock', 'soul']"
Tedua,['italian trap']
Tee Jay,"['amapiano', 'gqom']"
Teee Dollar,"['afro adura', 'afrobeat']"
Tegi Pannu,"['punjabi pop', 'punjabi hip hop', 'bhangra', 'desi']"
Tempoe,"['afrobeats', 'afrobeat', 'afropop']"
Tems,"['afrobeats', 'alté', 'afrobeat', 'afropop']"
Teni,"['afrobeats', 'afrobeat', 'afropop', 'alté', 'hiplife', 'afroswing', 'afro adura', 'afro soul', 'azonto']"
Tenkitsune,"['future bass', 'vietnamese hip hop']"
Terry Hồ,"['vietnamese hip hop', 'v-pop']"
Tesher,[]
Tessa,[]
Teto,['vocaloid']
TeuYungBoy,"['vietnamese hip hop', 'v-pop']"
Tez,"['vietnamese hip hop', 'v-pop', 'vinahouse']"
Tezzy,[]
Thabza Tee,"['amapiano', 'gqom']"
ThackzinDJ,"['amapiano', 'gqom']"
Thai Trinh,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
Thai VG,"['vietnamese hip hop', 'v-pop']"
Thai Viet G,['v-pop']
Thalapathy Vijay,"['tamil dance', 'tamil pop', 'kollywood']"
Thaman S,"['tollywood', 'telugu pop', 'tamil dance', 'tamil pop', 'kollywood', 'kannada pop']"
Thanh Bùi,"['v-pop', 'vietnam indie']"
Thanh Duy,['v-pop']
Thanh Huyy,[]
Thanh Hà,"['vietnamese bolero', 'v-pop']"
Thanh Hưng,"['v-pop', 'vietnamese lo-fi', 'vinahouse']"
Thanh Lam,"['v-pop', 'vietnamese bolero']"
Thanh Ngoc,"['v-pop', 'vietnamese bolero']"
Thanh Phong,"['v-pop', 'vietnamese lo-fi', 'vinahouse']"
Thanh Thúy,"['vietnamese bolero', 'bolero', 'traditional music']"
Thanh Thảo,"['vietnamese bolero', 'v-pop', 'vinahouse', 'bolero']"
Thanh Truc,"['vietnamese bolero', 'v-pop']"
Thazh,['vinahouse']
The 1975,"['alternative pop', 'alternative rock', 'ambient pop', 'art pop', 'indie pop', 'indie rock', 'new wave', 'pop rock', 'synth-pop', 'synthpop', 'tumblr']"
The Adresov,"['compilation', 'special purpose', 'special purpose artist']"
The Adventures Of Stevie V,"['hip hop', 'house', 'pop and chart']"
The BESTS,"['thai hip hop', 'thai trap', 'thai pop']"
The Balcony,['v-pop']
The Band,"['folk rock', 'roots rock', 'southern rock', 'americana']"
The Blessed Madonna,"['alternative dance', 'electro-disco', 'house', 'techno']"
The Boy The G,"['choral', 'christmas', 'requiem', 'classical']"
The Chainsmokers,"['2010s', 'dance-pop', 'edm', 'electro house', 'electronic', 'electropop', 'future bass', 'satire']"
The Dø,"['finland', 'finlandais', 'finlande', 'finnish', 'folk rock', 'france', 'français', 'french', 'indie pop', 'indie rock', 'scandinave', 'scandinavia', 'scandinavian', 'scandinavie']"
The Fillin,"['v-pop', 'vietnamese hip hop']"
The Flob,"['vietnam indie', 'v-pop']"
The Fusion Project,"['bollywood', 'hindi pop', 'desi']"
The Godfathers Of Deep House SA,"['deep house', 'gqom']"
The Hardkiss,[]
The Highstool Prophets,"['folk', 'irish music']"
The Ironix,[]
The Kid LAROI,"['emo rap', 'english', 'hip hop', 'pop rap', 'rap']"
The Kolors,"['italo dance', 'italo disco']"
The La Planta,"['cumbia', 'rkt', 'cuarteto', 'turreo']"
The Lantis,"['malay', 'indonesian pop', 'indonesian indie']"
The Ludvig,"['compilation', 'special purpose', 'special purpose artist']"
The Lumineers,"['folk pop', 'indie folk']"
The Mary Wallopers,"['folk punk', 'irish folk']"
The Marías,['bedroom pop']
The Masked Singer,['v-pop']
The Masterz,['punjabi pop']
The Minds Of 99,['dansktop']
The Motans,[]
The Noisy Outdoors,[]
The Paul,"['punjabi pop', 'punjabi hip hop']"
The Rare Occasions,"['alternative rock', 'indie rock']"
The Red Clay Strays,['country']
The Son,"['vietnamese bolero', 'bolero', 'v-pop']"
The Strokes,"['garage rock', 'indie rock', 'alternative rock']"
The Temper Trap,['indie rock']
The Underdogs,"['belgium', 'punk']"
The Urs,['manele']
The War And Treaty,['country soul']
The Weeknd,"['2010s', '2020s', 'alternative r&b', 'contemporary r&b', 'dance-pop', 'hypnagogic pop', 'pop', 'r&b', 'synth-pop']"
The Wind,"['v-pop', 'vietnamese hip hop']"
TheFatRat,"['dance', 'edm', 'electro house', 'electronic', 'glitch', 'glitch hop', 'glitch hop edm', 'progressive house']"
TheHuy,[]
Thee Sacred Souls,['retro soul']
Theodora,[]
Therapie TAXI,"['french pop', 'french house', 'variété française', 'chanson']"
Therr Maitz,['indie pop']
Thiago Nassif,[]
Thien Minh,['v-pop']
Thiên Kim,"['vietnamese bolero', 'v-pop', 'bolero']"
Thiên Quang,"['vietnamese bolero', 'bolero']"
Thiên Tôn,['vietnamese bolero']
Thiều Bảo Trâm,"['v-pop', 'vietnamese lo-fi']"
Thomas Bangalter,['french house']
Thomas Stenström,[]
Three Man Down,"['thai pop', 't-pop', 'thai rock', 'thai indie pop']"
Thu Minh,"['v-pop', 'vinahouse', 'vietnamese bolero']"
Thu Ngọc,['v-pop']
Thu Phương,"['v-pop', 'vietnamese bolero']"
Thuan Nguyen,['v-pop']
Thukuthela,"['gqom', 'afro house']"
Thuong Hoang Long,"['vietnamese lo-fi', 'v-pop', 'lo-fi']"
Thuý Hiền,['v-pop']
ThxSoMch,"['synthpop', 'emo rap', 'indie rock']"
Thành Bùi,[]
Thành Draw,"['vietnamese hip hop', 'v-pop']"
Thành Luke,"['vietnam indie', 'v-pop']"
Thành Trung,['v-pop']
Thành Đạt,"['v-pop', 'vinahouse', 'vietnamese lo-fi']"
Thành Đồng,"['vietnam indie', 'v-pop']"
Thái Châu,"['vietnamese bolero', 'bolero', 'luk thung']"
Thái Hiền,['vietnamese bolero']
Thái Hoàng,['vinahouse']
Thái Đinh,"['vietnam indie', 'v-pop']"
Thùy Chi,"['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese hip hop']"
Thùy Dương,"['vietnamese bolero', 'bolero']"
Thúy Hà,"['vietnamese bolero', 'bolero', 'traditional music']"
Thúy Vi,"['vietnamese bolero', 'v-pop', 'new wave']"
Thương Võ,"['vinahouse', 'v-pop', 'vietnamese lo-fi']"
Thưởng Thỏ,"['vinahouse', 'v-pop']"
Thảo Phương,"['vietnamese bolero', 'bolero', 'vietnamese lo-fi', 'v-pop']"
Thảo Trang,"['v-pop', 'vietnamese hip hop']"
Thắng,"['vietnam indie', 'v-pop', 'vietnamese hip hop']"
Thể Thiên,['v-pop']
Thịnh Suy,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']"
Thỏ,['v-pop']
Thỏ Trauma,"['vietnam indie', 'v-pop']"
Thủy Tiên,"['v-pop', 'vietnamese bolero']"
TiJak,[]
TiLo,['vinahouse']
Tiago PZK,"['argentine trap', 'urbano latino']"
Tiakola,['pop urbaine']
Tiara Andini,"['indonesian pop', 'malay']"
Tibicon,"['vietnamese hip hop', 'vinahouse', 'v-pop']"
Tien,"['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']"
Tieu Chau Nhu Quynh,"['v-pop', 'vietnamese lo-fi']"
Tiji Jojo,"['j-rap', 'hip hop']"
TileKid,['dark ambient']
Tilly Birds,"['thai pop', 't-pop', 'thai rock', 'thai hip hop']"
Tilo,['vinahouse']
Tima Belorusskih,[]
Timal,['pop urbaine']
Timaya,"['afrobeats', 'afrobeat', 'azonto', 'soca', 'afropop', 'dancehall', 'hiplife']"
Tinashe,['alternative r&b']
Tito Double P,"['corrido', 'corridos tumbados', 'corridos bélicos', 'electro corridos', 'música mexicana']"
Tito Nieves,"['salsa', 'salsa romantica', 'merengue']"
Titus S.,['lullaby']
Tiwa Savage,"['afrobeats', 'afrobeat', 'afropop', 'azonto', 'hiplife', 'afroswing']"
Tiên Cookie,"['v-pop', 'vietnamese hip hop', 'vietnam indie']"
Tiên Tiên,"['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']"
Tiêu Minh Phụng,"['v-pop', 'vietnamese hip hop']"
Tiësto,"['edm', 'trance', 'big room', 'house', 'dance']"
Tiến Luật,['v-pop']
Tiến Tới,"['vinahouse', 'vietnamese bolero', 'v-pop']"
Tman Xpress,"['amapiano', 'gqom']"
Tml Vibez,"['afro adura', 'afrobeat', 'afrobeats']"
ToRich,[]
Toann,"['vinahouse', 'v-pop']"
Tobias Rahim,['dansktop']
Toby Keith,['country']
Tokischa,"['dembow', 'neoperreo']"
Toledo,"['brazilian trap', 'trap', 'trap funk']"
Tom Odell,"['indie folk', 'indie pop', 'singer-songwriter']"
Tom Santa,['stutter house']
Tom Twers,['german pop']
Tom2k,[]
Tomer Yosef,['mizrahi']
Tommy Lee Sparta,"['dancehall', 'soca', 'riddim']"
Tommy Richman,[]
Tonino Baliardo,"['flamenco', 'flamenco pop', 'flamenco urbano']"
Tonix,['dansband']
Tonny Việt,['v-pop']
Tony Aguirre,"['corrido', 'corridos bélicos', 'corridos tumbados', 'electro corridos', 'sierreño']"
Tony Boy,['italian trap']
Tony D,['german hip hop']
Tony D.,"['vietnamese hip hop', 'v-pop']"
Tony Dayimane,"['amapiano', 'gqom']"
Tony Dize,['reggaeton']
Tony Hoàng Anh,"['vietnamese hip hop', 'v-pop']"
Topic,"['dance', 'edm']"
Toro y Moi,['chillwave']
Tory Lanez,"['alternative hip hop', 'alternative r&b', 'canadian hip hop', 'contemporary r&b', 'dancehall', 'hip hop', 'r&b', 'scumbag', 'trap soul']"
Touliver,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnam indie']"
Tourliver,[]
Toxi$,[]
Toxic Dope,"['vietnamese lo-fi', 'v-pop']"
Toàn Nguyễn,[]
Tr.D,"['v-pop', 'vietnam indie']"
Tra My,"['v-pop', 'vinahouse']"
Trang,"['vietnam indie', 'v-pop']"
Trang Anh,['v-pop']
Trang Hàn,"['vietnam indie', 'v-pop', 'vietnamese lo-fi']"
Trang Pháp,"['v-pop', 'vinahouse']"
Travis Scott,['rap']
Trayden,['vinahouse']
Tream,[]
Treaty Oak Revival,"['country', 'red dirt', 'texas country', 'country rock']"
Treintisiete,['dembow']
Trendy Nhân,['vinahouse']
Trettmann,['german hip hop']
Trevor Daniel,"['englisch', 'english', 'hip hop', 'rap', 'usa']"
Tri Minh,[]
Tribal Kush,"['dancehall', 'moombahton']"
Tribbs,[]
Trid Minh,"['v-pop', 'vietnamese hip hop']"
Trigga,"['drum and bass', 'jungle', 'bassline']"
Trinix,[]
Triple D,"['vietnamese hip hop', 'v-pop', 'chilean trap', 'cedm']"
Trippie Redd,['melodic rap']
Trixidy,"['vietnamese hip hop', 'v-pop']"
Trizzie Phương Trinh,"['vietnamese bolero', 'new wave']"
Trois Cafés Gourmands,"['variété française', 'french pop', 'chanson']"
Tropa do Bruxo,"['funk', 'funk de bh', 'brazilian trap', 'brazilian funk']"
Troye Sivan,"['dream-pop', 'electropop', 'pop', 'queer', 'synth-pop', 'synthpop']"
Trueno,['argentine trap']
Trung Bao,[]
Trung Hậu,[]
Trung Nguyên,"['v-pop', 'vietnam indie', 'vietnamese hip hop']"
Trung Quang,"['v-pop', 'vietnamese lo-fi', 'vietnamese hip hop', 'vietnam indie']"
Trung Quân,"['v-pop', 'vietnam indie', 'vietnamese lo-fi']"
Trung Trần,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Trung Tâm Băng Đĩa Lậu Hải Ngoại,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Trung Đức on Clarinet,[]
Trungng,"['vietnamese hip hop', 'v-pop']"
Truong Bao Nhu,[]
Truyền Hình FPT,['v-pop']
Trygve Skaug,"['norwegian pop', 'christmas']"
Trí Dũng,"['vietnamese lo-fi', 'v-pop', 'vinahouse', 'vietnamese hip hop', 'vietnam indie']"
Trúc Nhân,"['v-pop', 'vietnam indie']"
Trương Thảo Nhi,"['v-pop', 'vietnamese lo-fi']"
Trương Thế Vinh,['v-pop']
Trường Vũ,"['vietnamese bolero', 'bolero']"
Trấn Thành,"['v-pop', 'vietnamese bolero']"
Trần Minh Hiếu,[]
Trần Thái Hoà,"['vietnamese bolero', 'bolero']"
Trần Đăng Dương,['v-pop']
Trịnh Lam,"['vietnamese bolero', 'v-pop']"
Trịnh Thăng Bình,"['v-pop', 'vinahouse', 'vietnamese lo-fi']"
Trịnh Đình Quang,"['vinahouse', 'v-pop', 'vietnamese lo-fi', 'vietnamese bolero']"
Tuan Anh,[]
Tuan Quynh,"['vietnamese bolero', 'bolero']"
Tucker Wetmore,['country']
Tuimi,"['vietnamese hip hop', 'v-pop', 'vietnam indie']"
Tuju,[]
Tulsi Kumar,"['bollywood', 'hindi pop', 'desi']"
Tulus,"['indonesian pop', 'indonesian indie']"
TumaniYO,[]
Tumelo_za,"['amapiano', 'gqom', 'afrobeats', 'afrobeat']"
Tuna,['mizrahi']
Turisti,"['finnish hip hop', 'finnish pop']"
Turma do Pagode,"['pagode', 'samba']"
Turn Hirn,"['v-pop', 'vietnamese hip hop']"
Turno,"['drum and bass', 'bassline', 'jungle']"
Turtle Manz,[]
Tuyên,"['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']"
Tuyết,"['mexican hip hop', 'g-funk']"
Tuyết Nga,[]
Tuấn Cry,"['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']"
Tuấn Hưng,"['v-pop', 'vietnamese bolero', 'vinahouse']"
